"NAME","Total","White","Black","Asian","Hispanic","Other","FIPS"
"Olean, NY Micro Area",80317,73849,966,524,1345,3633,"36460"
"Olympia, WA Metro Area",252264,199019,6420,12820,17787,16218,"36500"
"Omaha-Council Bluffs, NE-IA Metro Area (part); Omaha-Council Bluffs, NE-IA Metro Area (part)",865350,681172,66864,17792,77508,22014,"36540"
"Oneonta, NY Micro Area",62259,57734,958,660,1921,986,"36580"
"Ontario, OR-ID Micro Area (part); Ontario, OR-ID Micro Area (part)",53936,38294,372,698,13230,1342,"36620"
"Opelousas-Eunice, LA Micro Area",83384,46025,34295,314,1321,1429,"36660"
"Orangeburg, SC Micro Area",92501,31206,57286,751,1767,1491,"36700"
"Orlando-Kissimmee-Sanford, FL Metro Area",2134411,1136863,319695,83167,538856,55830,"36740"
"Oshkosh-Neenah, WI Metro Area",166994,151509,2856,3795,5784,3050,"36780"
"Oskaloosa, IA Micro Area",22381,21242,251,250,360,278,"36820"
"Ottawa-Streator, IL Micro Area",154908,137672,2326,988,12082,1840,"36860"
"Ottumwa, IA Micro Area",35625,31157,447,250,3234,537,"36900"
"Owatonna, MN Micro Area",36576,32544,1003,278,2282,469,"36940"
"Owensboro, KY Metro Area",114752,104565,4706,699,2725,2057,"36980"
"Owosso, MI Micro Area",70648,67240,305,247,1695,1161,"37020"
"Oxford, MS Micro Area",47351,33538,11155,1003,1073,582,"37060"
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",823318,400868,13082,54099,331567,23702,"37100"
"Paducah, KY-IL Micro Area (part); Paducah, KY-IL Micro Area (part)",98762,85890,8324,593,1886,2069,"37140"
"Pahrump, NV Micro Area",43946,34663,836,547,5967,1933,"37220"
"Palatka, FL Micro Area",74364,53981,11842,444,6706,1391,"37260"
"Palestine, TX Micro Area",58458,35792,12222,283,9287,874,"37300"
"Palm Bay-Melbourne-Titusville, FL Metro Area",543376,421466,52677,11098,43943,14192,"37340"
"Palm Coast, FL Metro Area",95696,72860,10470,2020,8251,2095,"37380"
"Pampa, TX Micro Area",23464,16405,1055,85,5439,480,"37420"
"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",168852,133790,17844,3298,8107,5813,"37460"
"Paragould, AR Micro Area",42090,40166,232,107,901,684,"37500"
"Paris, TN Micro Area",32330,28522,2578,95,553,582,"37540"
"Paris, TX Micro Area",49793,37891,6628,304,3223,1747,"37580"
"Parkersburg-Marietta-Vienna, WV-OH Metro Area (part); Parkersburg-Marietta-Vienna, WV-OH Metro Area (part)",162056,155597,1702,827,1292,2638,"37620"
"Parsons, KS Micro Area",21607,18467,987,76,875,1202,"37660"
"Pascagoula, MS Metro Area",162246,117679,31589,3038,6831,3109,"37700"
"Payson, AZ Micro Area",53597,35298,195,256,9588,8260,"37740"
"Pecos, TX Micro Area",13783,2690,672,118,10233,70,"37780"
"Pella, IA Micro Area",33309,31834,211,379,531,354,"37800"
"Pendleton-Hermiston, OR Micro Area",87062,59909,593,726,21604,4230,"37820"
"Pensacola-Ferry Pass-Brent, FL Metro Area",448991,325627,75383,10705,20568,16708,"37860"
"Peoria, IL Metro Area",379186,319493,34329,7079,10516,7769,"37900"
"Peru, IN Micro Area",36903,33307,1649,128,906,913,"37940"
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part); Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part); Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part); Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area (part)",5965343,3875845,1204303,293656,468168,123371,"37980"
"Phoenix Lake-Cedar Ridge, CA Micro Area",55365,45325,1114,530,5918,2478,"38020"
"Phoenix-Mesa-Glendale, AZ Metro Area",4192887,2460541,193497,134415,1235718,168716,"38060"
"Picayune, MS Micro Area",55834,45911,6853,222,1636,1212,"38100"
"Pierre, SD Micro Area",19988,17127,93,93,327,2348,"38180"
"Pierre Part, LA Micro Area",23421,15442,7111,56,498,314,"38200"
"Pine Bluff, AR Metro Area",100258,48740,47749,625,1816,1328,"38220"
"Pittsburg, KS Micro Area",39134,34842,757,468,1762,1305,"38260"
"Pittsburgh, PA Metro Area",2356285,2051163,194423,41036,29969,39694,"38300"
"Pittsfield, MA Metro Area",131219,118926,3334,1602,4530,2827,"38340"
"Plainview, TX Micro Area",36273,13647,1803,133,20269,421,"38380"
"Platteville, WI Micro Area",51208,49296,573,300,649,390,"38420"
"Plattsburgh, NY Micro Area",82128,74832,2953,890,2054,1399,"38460"
"Plymouth, IN Micro Area",47051,42098,196,210,3971,576,"38500"
"Pocatello, ID Metro Area",90656,76730,609,1092,7915,4310,"38540"
"Point Pleasant, WV-OH Micro Area (part); Point Pleasant, WV-OH Micro Area (part)",58258,55768,971,228,394,897,"38580"
"Ponca City, OK Micro Area",46562,36113,910,233,2992,6314,"38620"
"Pontiac, IL Micro Area",38950,34903,1887,197,1532,431,"38700"
"Poplar Bluff, MO Micro Area",42794,38504,2235,283,666,1106,"38740"
"Portales, NM Micro Area",19846,11022,296,161,7913,454,"38780"
"Port Angeles, WA Micro Area",71404,60400,558,993,3627,5826,"38820"
"Portland-South Portland-Biddeford, ME Metro Area",514098,480553,7850,8051,7976,9668,"38860"
"Portland-Vancouver-Hillsboro, OR-WA Metro Area (part); Portland-Vancouver-Hillsboro, OR-WA Metro Area (part)",2226009,1698126,60589,125673,241844,99777,"38900"
"Port St. Lucie, FL Metro Area",424107,287564,58866,5736,63876,8065,"38940"
"Portsmouth, OH Micro Area",79499,74531,2107,248,888,1725,"39020"
"Pottsville, PA Micro Area",148289,138248,3841,703,4080,1417,"39060"
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",670301,476071,61290,19015,98452,15473,"39100"
"Prescott, AZ Metro Area",211033,172968,1104,1703,28728,6530,"39140"
"Price, UT Micro Area",21403,18007,84,122,2659,531,"39220"
"Prineville, OR Micro Area",20978,18758,30,96,1463,631,"39260"
"Providence-New Bedford-Fall River, RI-MA Metro Area (part); Providence-New Bedford-Fall River, RI-MA Metro Area (part)",1600852,1273029,67296,40128,163675,56724,"39300"
"Provo-Orem, UT Metro Area",526810,444339,2442,6934,56172,16923,"39340"
"Pueblo, CO Metro Area",159063,86054,2646,1123,65811,3429,"39380"
"Pullman, WA Micro Area",44776,36760,721,3449,2040,1806,"39420"
"Punta Gorda, FL Metro Area",159978,137628,8622,1884,9213,2631,"39460"
"Quincy, IL-MO Micro Area (part); Quincy, IL-MO Micro Area (part)",77314,71960,2609,452,935,1358,"39500"
"Racine, WI Metro Area",195408,145414,21212,2081,22546,4155,"39540"
"Raleigh-Cary, NC Metro Area",1130490,716883,223870,49535,114512,25690,"39580"
"Rapid City, SD Metro Area",126382,105389,1320,1203,4817,13653,"39660"
"Raymondville, TX Micro Area",22134,2235,389,134,19297,79,"39700"
"Reading, PA Metro Area",411442,316406,16517,5244,67355,5920,"39740"
"Red Bluff, CA Micro Area",63463,45603,349,625,13906,2980,"39780"
"Redding, CA Metro Area",177223,146044,1438,4297,14878,10566,"39820"
"Red Wing, MN Micro Area",46183,43027,429,271,1342,1114,"39860"
"Reno-Sparks, NV Metro Area",425417,281745,9128,21354,93952,19238,"39900"
"Rexburg, ID Micro Area",50778,45491,202,375,3912,798,"39940"
"Richmond, IN Micro Area",68917,61322,3349,522,1804,1920,"39980"
"Richmond, VA Metro Area",1258251,754328,370775,38940,63289,30919,"40060"
"Richmond-Berea, KY Micro Area",99972,91708,3584,766,1916,1998,"40080"
"Rio Grande City-Roma, TX Micro Area",60968,2449,15,119,58337,48,"40100"
"Riverside-San Bernardino-Ontario, CA Metro Area",4224851,1546666,301523,249899,1996402,130361,"40140"
"Riverton, WY Micro Area",40123,28677,86,151,2264,8945,"40180"
"Roanoke, VA Metro Area",308707,248968,39101,4962,9713,5963,"40220"
"Roanoke Rapids, NC Micro Area",76790,30165,41833,395,1457,2940,"40260"
"Rochelle, IL Micro Area",53497,47425,468,241,4741,622,"40300"
"Rochester, MN Metro Area",186011,159840,6890,7954,7588,3739,"40340"
"Rochester, NY Metro Area",1054323,824425,116276,26552,64719,22351,"40380"
"Rockford, IL Metro Area",349431,254953,36334,7389,43144,7611,"40420"
"Rockingham, NC Micro Area",46639,27369,14159,419,2741,1951,"40460"
"Rockland, ME Micro Area",39736,38337,192,184,337,686,"40500"
"Rock Springs, WY Micro Area",43806,35432,415,324,6689,946,"40540"
"Rocky Mount, NC Metro Area",152392,73130,67767,826,8119,2550,"40580"
"Rolla, MO Micro Area",45156,40792,977,1313,923,1151,"40620"
"Rome, GA Metro Area",96317,70959,13494,1225,8987,1652,"40660"
"Roseburg, OR Micro Area",107667,96343,279,1008,5055,4982,"40700"
"Roswell, NM Micro Area",65645,28801,1079,373,34139,1253,"40740"
"Ruidoso, NM Micro Area",20497,13600,74,67,6110,646,"40760"
"Russellville, AR Micro Area",83939,70687,2036,875,8398,1943,"40780"
"Ruston, LA Micro Area",63009,36302,23689,814,1398,806,"40820"
"Rutland, VT Micro Area",61642,59369,315,370,681,907,"40860"
"Sacramento--Arden-Arcade--Roseville, CA Metro Area",2149127,1197389,150424,250690,433734,116890,"40900"
"Safford, AZ Micro Area",45657,23537,712,237,15360,5811,"40940"
"Saginaw-Saginaw Township North, MI Metro Area",200169,141187,37222,2067,15573,4120,"40980"
"St. Cloud, MN Metro Area",189093,172353,5333,3369,4822,3216,"41060"
"St. George, UT Metro Area",138115,118282,632,954,13486,4761,"41100"
"St. Joseph, MO-KS Metro Area (part); St. Joseph, MO-KS Metro Area (part)",127329,111905,6338,826,5348,2912,"41140"
"St. Louis, MO-IL Metro Area (part); St. Louis, MO-IL Metro Area (part)",2812896,2112954,513583,59680,72019,54660,"41180"
"St. Marys, GA Micro Area",50513,35977,9621,706,2590,1619,"41220"
"St. Marys, PA Micro Area",31946,31345,85,95,183,238,"41260"
"Salem, OR Metro Area",390738,277460,3300,7193,85682,17103,"41420"
"Salina, KS Micro Area",61697,51499,1792,1147,5524,1735,"41460"
"Salinas, CA Metro Area",415057,136435,11300,23777,230003,13542,"41500"
"Salisbury, MD Metro Area",125203,79563,34616,2643,5341,3040,"41540"
"Salisbury, NC Micro Area",138428,101986,22153,1353,10644,2292,"41580"
"Salt Lake City, UT Metro Area",1124197,842071,15104,34251,186866,45905,"41620"
"San Angelo, TX Metro Area",111823,64952,4008,1049,39722,2092,"41660"
"San Antonio-New Braunfels, TX Metro Area",2142508,773807,130070,42924,1158148,37559,"41700"
"San Diego-Carlsbad-San Marcos, CA Metro Area",3095313,1500047,146600,328058,991348,129260,"41740"
"Sandusky, OH Metro Area",77079,65463,6534,456,2604,2022,"41780"
"Sanford, NC Micro Area",57866,34321,11369,475,10576,1125,"41820"
"San Francisco-Oakland-Fremont, CA Metro Area",4335391,1840372,349895,994616,938794,211714,"41860"
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1836911,648063,42686,566764,510396,69002,"41940"
"San Luis Obispo-Paso Robles, CA Metro Area",269637,191696,5128,8106,55973,8734,"42020"
"Santa Barbara-Santa Maria-Goleta, CA Metro Area",423895,203122,7242,19591,181687,12253,"42060"
"Santa Cruz-Watsonville, CA Metro Area",262382,156397,2304,10658,84092,8931,"42100"
"Santa Fe, NM Metro Area",144170,63291,947,1569,73015,5348,"42140"
"Santa Rosa-Petaluma, CA Metro Area",483878,320027,6769,17777,120430,18875,"42220"
"Sault Ste. Marie, MI Micro Area",38520,27542,2503,228,480,7767,"42300"
"Savannah, GA Metro Area",347611,199249,116466,7127,17207,7562,"42340"
"Sayre, PA Micro Area",62622,60584,269,330,702,737,"42380"
"Scottsbluff, NE Micro Area",37660,28587,157,207,7811,898,"42420"
"Scottsboro, AL Micro Area",53227,47937,1771,165,1339,2015,"42460"
"Scottsburg, IN Micro Area",24181,23471,52,104,354,200,"42500"
"Scranton--Wilkes-Barre, PA Metro Area",563631,502578,14518,6774,32610,7151,"42540"
"Seaford, DE Micro Area",197145,149025,24544,1910,16954,4712,"42580"
"Searcy, AR Micro Area",77076,69026,3033,411,2879,1727,"42620"
"Seattle-Tacoma-Bellevue, WA Metro Area",3439809,2340274,185061,389309,309476,215689,"42660"
"Sebastian-Vero Beach, FL Metro Area",138028,106780,12074,1646,15465,2063,"42680"
"Sebring, FL Micro Area",98786,69804,8750,1402,17157,1673,"42700"
"Sedalia, MO Micro Area",42201,36701,1244,247,3046,963,"42740"
"Selinsgrove, PA Micro Area",39702,38127,375,211,657,332,"42780"
"Selma, AL Micro Area",43820,12676,30314,144,309,377,"42820"
"Seneca, SC Micro Area",74273,63807,5550,421,3349,1146,"42860"
"Seneca Falls, NY Micro Area",35251,31999,1513,238,952,549,"42900"
"Sevierville, TN Micro Area",89889,82374,640,769,4787,1319,"42940"
"Seymour, IN Micro Area",42376,38826,265,356,2410,519,"42980"
"Shawnee, OK Micro Area",69442,51642,1969,373,2878,12580,"43060"
"Sheboygan, WI Metro Area",115507,100520,1605,5279,6329,1774,"43100"
"Shelby, NC Micro Area",98078,72793,20237,735,2756,1557,"43140"
"Shelbyville, TN Micro Area",45058,35389,3437,339,5083,810,"43180"
"Shelton, WA Micro Area",60699,50349,609,692,4844,4205,"43220"
"Sheridan, WY Micro Area",29116,27119,94,192,1013,698,"43260"
"Sherman-Denison, TX Metro Area",120877,95103,6938,1034,13688,4114,"43300"
"Show Low, AZ Micro Area",107449,47181,842,542,11571,47313,"43320"
"Shreveport-Bossier City, LA Metro Area",398604,218052,154344,4563,13816,7829,"43340"
"Sidney, OH Micro Area",49423,46423,928,421,661,990,"43380"
"Sierra Vista-Douglas, AZ Micro Area",131346,76805,4936,2410,42543,4652,"43420"
"Sikeston, MO Micro Area",39191,33257,4436,133,705,660,"43460"
"Silver City, NM Micro Area",29514,14356,185,109,14252,612,"43500"
"Silverthorne, CO Micro Area",27994,23158,208,269,3989,370,"43540"
"Sioux City, IA-NE-SD Metro Area (part); Sioux City, IA-NE-SD Metro Area (part); Sioux City, IA-NE-SD Metro Area (part)",143577,109779,3128,3153,22339,5178,"43580"
"Sioux Falls, SD Metro Area",228261,202388,6669,2976,7746,8482,"43620"
"Snyder, TX Micro Area",16921,9773,764,48,6149,187,"43660"
"Somerset, KY Micro Area",63063,59943,705,289,1318,808,"43700"
"Somerset, PA Micro Area",77742,74265,1856,238,840,543,"43740"
"South Bend-Mishawaka, IN-MI Metro Area (part); South Bend-Mishawaka, IN-MI Metro Area (part)",319224,247405,36183,5319,20965,9352,"43780"
"Southern Pines-Pinehurst, NC Micro Area",88247,68487,11727,736,5261,2036,"43860"
"Spartanburg, SC Metro Area",284307,199184,58115,5680,16658,4670,"43900"
"Spearfish, SD Micro Area",24097,22349,87,157,612,892,"43940"
"Spencer, IA Micro Area",16667,15843,68,98,477,181,"43980"
"Spirit Lake, IA Micro Area",16667,16255,29,72,178,133,"44020"
"Spokane, WA Metro Area",471221,408629,7714,9799,21260,23819,"44060"
"Springfield, IL Metro Area",210170,175307,23220,3227,3601,4815,"44100"
"Springfield, MA Metro Area",692942,516073,39942,16947,106481,13499,"44140"
"Springfield, MO Metro Area",436712,399431,8746,5088,11592,11855,"44180"
"Springfield, OH Metro Area",138333,117976,11999,849,3805,3704,"44220"
"Starkville, MS Micro Area",47671,27825,17356,1151,683,656,"44260"
"State College, PA Metro Area",153990,135427,4456,7934,3690,2483,"44300"
"Statesboro, GA Micro Area",70217,46251,19252,1013,2439,1262,"44340"
"Statesville-Mooresville, NC Micro Area",159437,124107,18748,2899,10844,2839,"44380"
"Staunton-Waynesboro, VA Micro Area",118502,104299,7916,701,3375,2211,"44420"
"Stephenville, TX Micro Area",37890,29382,431,240,7279,558,"44500"
"Sterling, CO Micro Area",22709,17754,881,117,3551,406,"44540"
"Sterling, IL Micro Area",58498,50263,705,269,6455,806,"44580"
"Steubenville-Weirton, OH-WV Metro Area (part); Steubenville-Weirton, OH-WV Metro Area (part)",124454,115903,4837,459,1250,2005,"44600"
"Stevens Point, WI Micro Area",70019,64897,362,1955,1853,952,"44620"
"Stillwater, OK Micro Area",77350,61655,2757,2679,2990,7269,"44660"
"Stockton, CA Metro Area",685306,245919,48540,94547,266341,29959,"44700"
"Storm Lake, IA Micro Area",20260,13756,497,1119,4608,280,"44740"
"Sturgis, MI Micro Area",61295,53930,1555,416,4034,1360,"44780"
"Sulphur Springs, TX Micro Area",35161,26501,2448,172,5368,672,"44860"
"Summerville, GA Micro Area",26015,21589,2886,108,1043,389,"44900"
"Sumter, SC Metro Area",107456,50423,50110,1167,3532,2224,"44940"
"Sunbury, PA Micro Area",94528,89166,1814,325,2253,970,"44980"
"Susanville, CA Micro Area",34895,23270,2790,337,6117,2381,"45000"
"Sweetwater, TX Micro Area",15216,9191,666,58,5103,198,"45020"
"Syracuse, NY Metro Area",662577,555047,50818,15655,22697,18360,"45060"
"Tahlequah, OK Micro Area",46987,23591,582,250,2952,19612,"45140"
"Talladega-Sylacauga, AL Micro Area",82291,53079,25953,329,1671,1259,"45180"
"Tallahassee, FL Metro Area",367413,211958,117966,8386,21342,7761,"45220"
"Tallulah, LA Micro Area",12093,4396,7357,26,188,126,"45260"
"Tampa-St. Petersburg-Clearwater, FL Metro Area",2783243,1879437,310357,79501,452208,61740,"45300"
"Taos, NM Micro Area",32937,11958,104,201,18381,2293,"45340"
"Taylorville, IL Micro Area",34800,33331,492,165,471,341,"45380"
"Terre Haute, IN Metro Area",172425,155488,8423,1907,3200,3407,"45460"
"Texarkana, TX-Texarkana, AR Metro Area (part); Texarkana, TX-Texarkana, AR Metro Area (part)",136027,92034,32819,917,7100,3157,"45500"
"The Dalles, OR Micro Area",25213,19556,85,191,3743,1638,"45520"
"The Villages, FL Micro Area",93420,77338,8736,609,5582,1155,"45540"
"Thomaston, GA Micro Area",27153,18522,7544,124,588,375,"45580"
"Thomasville, GA Micro Area",44720,26081,16416,306,1275,642,"45620"
"Thomasville-Lexington, NC Micro Area",162878,133486,14269,1957,10408,2758,"45640"
"Tiffin, OH Micro Area",56745,51739,1227,321,2524,934,"45660"
"Tifton, GA Micro Area",40118,23555,11549,507,4037,470,"45700"
"Toccoa, GA Micro Area",26175,22006,2821,175,633,540,"45740"
"Toledo, OH Metro Area",651429,503966,85887,8890,37733,14953,"45780"
"Topeka, KS Metro Area",233870,186502,14839,2179,20615,9735,"45820"
"Torrington, CT Micro Area",189927,173403,2206,2877,8535,2906,"45860"
"Traverse City, MI Micro Area",143372,134101,1200,765,3184,4122,"45900"
"Trenton-Ewing, NJ Metro Area",366513,199909,71378,32545,55318,7363,"45940"
"Troy, AL Micro Area",32899,18887,11990,645,730,647,"45980"
"Truckee-Grass Valley, CA Micro Area",98764,85477,341,1124,8439,3383,"46020"
"Tucson, AZ Metro Area",980263,541700,31075,24592,338802,44094,"46060"
"Tullahoma, TN Micro Area",100210,90415,4051,772,3106,1866,"46100"
"Tulsa, OK Metro Area",937478,635628,77683,16317,78446,129404,"46140"
"Tupelo, MS Micro Area",136268,101875,27980,621,4140,1652,"46180"
"Tuscaloosa, AL Metro Area",219461,134386,74015,2343,6158,2559,"46220"
"Tuskegee, AL Micro Area",21452,3267,17631,76,232,246,"46260"
"Twin Falls, ID Micro Area",99604,78799,346,957,17499,2003,"46300"
"Tyler, TX Metro Area",209714,130246,37195,2550,36088,3635,"46340"
"Ukiah, CA Micro Area",87841,60249,544,1402,19505,6141,"46380"
"Union, SC Micro Area",28961,19146,9022,79,282,432,"46420"
"Union City, TN-KY Micro Area (part); Union City, TN-KY Micro Area (part)",38620,31961,4960,120,1052,527,"46460"
"Urbana, OH Micro Area",40097,37743,874,151,451,878,"46500"
"Utica-Rome, NY Metro Area",299397,260944,14322,6847,11859,5425,"46540"
"Uvalde, TX Micro Area",26405,7666,110,116,18299,214,"46620"
"Valdosta, GA Metro Area",139588,80113,47040,1725,7735,2975,"46660"
"Vallejo-Fairfield, CA Metro Area",413344,168628,58743,59027,99356,27590,"46700"
"Valley, AL Micro Area",34215,19893,13206,166,536,414,"46740"
"Van Wert, OH Micro Area",28744,27351,237,65,740,351,"46780"
"Vermillion, SD Micro Area",13864,12484,179,230,277,694,"46820"
"Vernal, UT Micro Area",32588,26999,96,159,2330,3004,"46860"
"Vernon, TX Micro Area",13535,8585,1049,97,3508,296,"46900"
"Vicksburg, MS Micro Area",48773,24143,22836,412,896,486,"46980"
"Victoria, TX Metro Area",115384,55695,6019,1814,50497,1359,"47020"
"Vidalia, GA Micro Area",36346,23031,9088,225,3535,467,"47080"
"Vincennes, IN Micro Area",38440,36154,994,214,590,488,"47180"
"Vineland-Millville-Bridgeton, NJ Metro Area",156898,78931,29376,1854,42457,4280,"47220"
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area (part); Virginia Beach-Norfolk-Newport News, VA-NC Metro Area (part)",1671683,955896,512044,57057,89567,57119,"47260"
"Visalia-Porterville, CA Metro Area",442179,143935,5497,14204,268065,10478,"47300"
"Wabash, IN Micro Area",32888,31369,155,134,697,533,"47340"
"Waco, TX Metro Area",234906,138295,33892,3128,55471,4120,"47380"
"Wahpeton, ND-MN Micro Area (part); Wahpeton, ND-MN Micro Area (part)",22897,21645,123,106,401,622,"47420"
"Walla Walla, WA Micro Area",58781,43604,1004,733,11593,1847,"47460"
"Walterboro, SC Micro Area",38892,21736,15109,125,1094,828,"47500"
"Wapakoneta, OH Micro Area",45949,44625,124,165,543,492,"47540"
"Warner Robins, GA Metro Area",139900,84703,39535,3360,8515,3787,"47580"
"Warren, PA Micro Area",41815,40827,136,156,305,391,"47620"
"Warrensburg, MO Micro Area",52595,46367,2227,781,1611,1609,"47660"
"Warsaw, IN Micro Area",77358,69531,542,642,5634,1009,"47700"
"Washington, IN Micro Area",31648,29696,165,161,1314,312,"47780"
"Washington, NC Micro Area",47759,31705,12105,158,3166,625,"47820"
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part); Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part); Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part); Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area (part)",5582170,2711258,1409473,513919,770795,176725,"47900"
"Washington Court House, OH Micro Area",29030,27227,569,151,520,563,"47920"
"Waterloo-Cedar Falls, IA Metro Area",167819,145617,11705,1885,5268,3344,"47940"
"Watertown, SD Micro Area",33130,31441,98,134,582,875,"47980"
"Watertown-Fort Atkinson, WI Micro Area",83686,75903,628,551,5555,1049,"48020"
"Watertown-Fort Drum, NY Micro Area",116229,99682,5475,1464,6143,3465,"48060"
"Wauchula, FL Micro Area",27731,13315,1877,294,11895,350,"48100"
"Wausau, WI Metro Area",134063,121007,820,7107,2992,2137,"48140"
"Waycross, GA Micro Area",55070,39443,12308,336,2094,889,"48180"
"Weatherford, OK Micro Area",27469,20169,794,276,3830,2400,"48220"
"Wenatchee-East Wenatchee, WA Metro Area",110884,77272,262,839,29726,2785,"48300"
"West Plains, MO Micro Area",40400,38499,154,195,697,855,"48460"
"West Point, MS Micro Area",20634,8276,11977,45,199,137,"48500"
"Wheeling, WV-OH Metro Area (part); Wheeling, WV-OH Metro Area (part)",147950,139308,4604,739,1056,2243,"48540"
"Whitewater, WI Micro Area",102228,88690,904,819,10578,1237,"48580"
"Wichita, KS Metro Area",623061,459730,46726,20922,72082,23601,"48620"
"Wichita Falls, TX Metro Area",151306,108124,13409,2632,23001,4140,"48660"
"Williamsport, PA Metro Area",116111,106710,5060,663,1559,2119,"48700"
"Willimantic, CT Micro Area",118428,101138,1995,1360,11351,2584,"48740"
"Williston, ND Micro Area",22398,20364,57,78,436,1463,"48780"
"Willmar, MN Micro Area",42239,35964,952,167,4710,446,"48820"
"Wilmington, NC Metro Area",362315,281017,50797,3137,19459,7905,"48900"
"Wilmington, OH Micro Area",42040,39496,905,211,559,869,"48940"
"Wilson, NC Micro Area",81234,40157,31462,664,7724,1227,"48980"
"Winchester, VA-WV Metro Area (part); Winchester, VA-WV Metro Area (part)",128472,108821,6075,1608,9451,2517,"49020"
"Winfield, KS Micro Area",36311,29832,971,578,3292,1638,"49060"
"Winona, MN Micro Area",51461,47828,642,1097,1244,650,"49100"
"Winston-Salem, NC Metro Area",477717,317660,95147,6851,49274,8785,"49180"
"Woodward, OK Micro Area",20081,16632,308,115,2128,898,"49260"
"Wooster, OH Micro Area",114520,108450,1689,864,1800,1717,"49300"
"Worcester, MA Metro Area",798552,644299,29084,31597,75422,18150,"49340"
"Worthington, MN Micro Area",21378,14365,727,1144,4820,322,"49380"
"Yakima, WA Metro Area",243231,116024,1743,2359,109470,13635,"49420"
"Yankton, SD Micro Area",22438,20563,327,115,614,819,"49460"
"Yazoo City, MS Micro Area",28065,10477,15893,124,1301,270,"49540"
"York-Hanover, PA Metro Area",434972,374779,22493,5336,24397,7967,"49620"
"Youngstown-Warren-Boardman, OH-PA Metro Area (part); Youngstown-Warren-Boardman, OH-PA Metro Area (part)",565773,476794,60220,3352,15185,10222,"49660"
"Yuba City, CA Metro Area",166892,90198,3835,18152,45302,9405,"49700"
"Yuma, AZ Metro Area",195751,69022,3169,2041,116912,4607,"49740"
"Zanesville, OH Micro Area",86074,79600,3214,285,650,2325,"49780"
